datetime,time_period,min,max,target
2019-06-11 12:29:59.174266,1,"1,2,2,1,1,1,1,1,2,1,1,1,2,2,2,1,1,0,1,0,0,0,0,1,2,1,4,1,2,2,0,2,2,0,2,1,1,0,1,2,0,0,2,2,2,2,3,3,0,2,2,2,2,3,1,2,0,2,3,2,3,2,1,3,3,4,2,3,3,3,4,3,1,3,1,1,2,3,3,2,1,2,0,1,0,1,1,1,2,3,2,2,3,1,3,3,2,4,2,2,1,0,1,1,3,2,1,1,2,1,2,0,2,1,1,2,0,1,1,1,1,1,2,1,2,1,2,2,3,1,2,2,5,2,2,1,2,2,3,2,2,2,4,4,2,2,2,2,2,1,3,2,3,2,1,3,2,2,3,1,2,3,2,2,3,2,1,4,3,4,1,2,3,2,1,4,2,2,4,1,2,3,2,2,4,2,2,3,3,3,3,2,2,3,2,3,4,3,2,3,3,2,2,3,2,3,3,3,3,3,5,3,2,2,3,4,2,4,2,3,2,3,2,2,3,3,2,3,3,3,3,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,2,3,2,2,2,2,1,1,1,1,2,2,2,2,1,1,2,4,3,2,4,2,1,1,2,2,3,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1,1,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,1,2,2,1,1,2,0,1,1,1,3,1,1,1,2,2,1,0,0,1,2,1,2,3,1,3,1,1,2,1,3,1,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,1,1,1,1,2,2,1,1,2,0,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,2,2,1,1,1,2,1,0,1,2,1,2,2,2,1,1,1,1,3,2,2,4,3,2,3,3,2,2,2,1,1,2,2,2,2,2,2,3,2,2,1,2,1,1,1,1,1,2,2,1,1,2,2,1,2,1,1,2,1,3,1,2,2,1,2,2,2,2,2,2,2,2,4,2,1,2,2,2,2,2,2,2,1,2,1,2,1,0,1,2,2,1,2,2,2,1,1,2,2,1,1,2,2,2,1,2,0,1,2,1,2,3,2,2,2,1,2,1,1,0,1,2,1,2,2,2","12,14,8,7,27,35,33,19,18,16,21,4,20,25,19,24,45,26,24,19,15,27,13,22,17,20,19,48,3,12,84,18,17,8,21,21,2,15,46,11,21,17,20,28,24,16,21,32,29,18,43,3,21,104,19,22,18,38,13,6,34,26,53,22,21,15,3,39,15,14,28,13,4,23,38,19,5,30,13,43,2,26,18,25,13,12,29,22,22,21,19,26,29,16,55,16,13,13,59,19,24,27,16,5,17,17,17,13,23,23,16,1,18,28,20,24,11,9,16,26,13,16,11,13,14,29,22,18,11,1,22,10,15,13,29,31,25,13,18,36,29,21,19,23,22,16,16,27,18,2,16,3,21,17,1,26,14,30,20,11,20,26,21,18,21,22,16,19,14,19,2,19,24,16,8,39,3,17,19,22,3,20,14,26,15,25,31,16,17,23,22,21,23,21,3,26,30,34,12,21,21,25,24,22,14,27,18,32,22,27,23,14,22,22,31,13,18,65,25,15,14,16,22,17,25,13,30,14,13,24,17,13,18,18,26,22,17,21,17,18,6,18,17,18,37,21,22,18,13,14,13,5,22,14,15,9,5,2,17,22,18,14,14,18,14,1,18,3,14,12,23,10,14,18,14,15,19,17,26,31,22,21,25,30,23,7,12,10,15,6,6,21,22,14,14,22,10,13,22,14,17,14,30,29,2,13,18,30,22,22,13,14,13,38,14,22,13,17,14,18,14,14,27,22,28,37,26,20,20,18,14,12,14,5,9,13,12,22,22,21,21,16,17,22,1,30,20,2,21,20,20,16,17,31,22,1,10,13,17,22,33,19,13,14,2,10,15,26,17,14,18,3,14,23,15,20,31,12,13,13,12,18,18,17,32,20,18,29,18,1,30,14,17,18,26,13,14,11,14,14,30,22,18,18,5,14,18,18,18,13,34,14,22,28,2,14,17,18,23,22,6,2,4,18,30,14,22,13,22,13,17,21,14,11,14,4,1,21,22,13,30,26,16,16,24,6,14,23,22,26,17,27,14,22,14,30,22,14,13,18,18,21,13,35,22,18,13,30,14,15,14,13,14,14,10,15,22,19,18,22,18,14,14,22,13,23,18,3,11,23,19,13,20,18,8,15,26,17,25,14,9,14,18,14,17,22,12,18,1,15,19,13,31,14,14,21,21,23,33,9,12,17,14,18,17,10,20,6,17,22,30,23,27,3,16,12,14,19,18,37,17,27,6,20,2,1,12,19,13,17,2,8","2,3,3,1,1,2,1,2,2,3,2,2,4,4,3,3,3,2,2,0,2,1,0,2,3,3,7,2,3,3,2,3,3,0,4,2,1,0,2,4,1,2,3,4,4,3,5,4,0,4,4,3,4,6,4,3,0,4,4,4,5,3,3,5,5,7,2,5,5,4,7,5,2,4,2,3,3,4,4,3,1,3,1,2,2,3,2,2,3,4,4,4,5,2,5,5,4,7,4,4,2,2,3,2,5,3,2,2,3,3,3,0,2,3,2,3,2,2,2,2,2,3,3,2,4,2,4,3,6,1,4,3,8,4,3,2,4,4,5,4,4,4,7,7,3,3,4,4,3,1,5,2,5,4,1,4,3,3,4,3,3,4,3,3,6,4,3,8,5,6,1,3,4,4,3,7,2,4,6,2,2,4,4,2,6,3,4,4,6,5,5,4,3,5,2,5,6,5,4,5,6,4,3,6,4,5,4,5,6,5,8,6,4,4,5,7,4,7,4,5,3,5,3,4,5,4,4,5,4,4,4,3,3,3,4,3,4,3,6,4,4,3,4,4,4,4,3,4,3,4,3,3,3,3,3,3,3,2,2,3,4,2,3,3,3,1,2,2,2,4,4,2,3,2,2,3,7,4,2,6,3,2,2,4,4,5,4,2,3,2,3,3,3,3,3,3,2,4,3,3,3,2,3,2,2,4,2,2,3,3,2,3,2,3,2,3,4,3,3,3,2,3,3,3,3,2,2,3,3,2,2,3,3,2,2,2,3,3,2,3,3,3,2,4,1,3,3,1,4,2,2,2,3,3,2,1,3,2,3,2,3,5,2,6,1,2,3,2,4,2,3,2,2,3,4,3,3,3,2,2,4,3,4,3,2,3,2,3,2,1,2,2,4,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,2,4,2,2,2,3,3,2,2,2,4,2,2,2,3,2,1,2,2,1,3,3,3,2,2,2,3,5,3,3,7,5,4,5,5,4,4,3,2,2,3,4,3,3,3,3,5,3,3,2,2,2,2,2,2,2,2,2,1,2,3,3,2,3,2,2,3,2,6,2,2,4,2,3,2,3,3,3,3,3,4,6,4,2,3,3,3,4,3,3,3,1,3,2,3,2,1,2,3,3,2,3,3,3,2,2,3,3,2,2,3,3,3,2,3,1,2,3,3,3,4,4,3,3,1,4,2,2,1,3,3,2,3,2,3"
2019-06-11 12:30:45.091453,2,"0,2,2,1,1,1,1,1,2,1,1,0,4,4,2,1,1,0,0,0,0,0,0,2,1,0,6,0,2,3,0,2,3,0,4,1,2,0,2,5,1,0,3,4,4,4,6,5,0,3,4,2,4,7,3,3,0,5,5,4,6,4,5,5,6,8,2,7,6,6,9,7,3,5,1,8,2,3,5,2,2,2,0,0,0,0,2,2,2,4,3,4,3,0,4,4,3,5,3,3,1,0,2,1,4,2,2,1,2,0,1,0,2,0,0,1,0,1,0,1,0,0,3,0,3,1,3,2,4,0,3,2,7,2,2,2,1,2,3,2,2,3,7,6,2,1,1,1,2,0,2,1,3,2,0,3,1,2,1,0,0,3,1,3,4,3,1,7,3,5,0,2,3,2,1,7,2,3,5,2,2,3,2,2,6,3,3,3,4,4,4,3,3,5,2,3,5,5,4,4,5,3,2,5,4,4,3,4,5,4,7,5,3,3,3,5,3,5,3,3,3,3,2,3,3,3,3,3,3,6,3,2,2,2,3,2,3,2,5,3,3,2,3,4,3,2,2,3,2,3,2,1,1,2,2,1,1,1,1,2,3,2,2,2,2,0,1,1,2,3,3,2,2,2,2,2,8,3,2,7,2,1,0,2,4,4,3,2,2,2,2,1,2,2,2,2,2,3,2,2,2,1,2,0,1,4,2,1,2,1,1,2,0,2,2,2,3,2,2,2,2,2,3,2,1,2,2,1,1,1,1,2,2,0,1,1,1,2,2,1,3,2,1,3,0,0,0,1,4,0,0,0,2,1,1,0,0,0,2,1,2,4,1,8,0,1,2,1,3,1,2,2,1,3,5,1,3,1,1,1,3,2,2,2,2,2,2,3,2,0,1,2,3,2,1,1,2,0,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,4,1,2,1,2,0,3,2,2,1,2,5,1,1,1,3,1,0,2,2,0,3,2,3,2,1,1,0,4,2,3,8,4,3,3,4,3,3,2,1,1,2,4,3,2,2,2,5,4,2,2,2,1,1,1,1,1,2,2,1,1,2,3,2,3,2,1,2,1,7,2,2,3,1,3,2,3,2,3,2,2,3,5,3,1,2,2,3,2,2,2,2,1,2,1,3,2,0,2,1,2,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,0,2,2,3,2,4,3,1,2,1,3,0,1,0,2,2,2,2,2,0","11,13,8,6,27,35,32,18,18,15,19,4,21,26,19,23,44,23,22,13,13,24,10,22,16,17,19,47,3,12,81,17,18,7,22,20,3,12,46,13,20,15,21,29,24,17,23,33,27,16,43,3,22,105,18,23,17,39,15,7,35,27,54,23,22,19,3,39,18,15,31,15,7,23,37,21,5,30,15,43,3,26,15,23,10,11,28,21,21,21,19,27,27,14,54,17,13,15,59,18,22,26,16,5,17,16,17,12,22,21,15,1,16,26,19,22,8,8,14,25,11,15,11,11,13,28,21,18,11,1,20,9,15,11,27,29,23,11,16,34,27,21,19,23,21,15,14,25,16,1,13,2,18,15,1,25,12,30,17,9,17,24,19,18,20,20,15,19,13,19,1,17,23,15,8,39,3,15,19,21,3,19,12,25,15,25,31,15,17,23,22,20,23,22,3,26,31,35,13,22,21,25,24,23,15,26,18,31,23,27,23,15,21,20,28,14,18,65,24,14,15,14,22,17,25,12,31,13,13,27,15,11,18,17,24,20,16,19,18,17,6,17,17,19,36,19,21,18,13,14,12,4,20,12,14,8,4,1,17,20,17,13,13,16,13,0,17,2,13,12,23,8,14,18,14,15,19,16,24,31,22,20,23,27,23,7,11,9,14,5,6,20,21,12,14,21,9,13,20,12,16,12,28,27,2,14,18,29,22,20,12,12,12,38,13,21,12,16,13,16,13,13,27,21,27,36,24,18,19,16,12,11,13,4,8,12,11,21,21,18,20,15,16,22,1,28,17,2,23,18,19,14,15,30,21,1,8,11,16,21,34,19,12,15,1,8,15,25,16,14,18,3,13,23,15,19,30,11,12,12,11,16,17,16,31,19,17,29,17,1,30,14,18,17,25,12,14,10,12,13,30,21,18,18,5,13,17,17,18,12,34,12,21,27,2,14,17,18,21,22,6,1,5,16,30,13,21,15,22,12,16,21,12,9,14,5,1,21,20,13,30,26,15,13,24,5,14,23,22,25,15,27,14,21,12,29,21,14,14,18,18,21,12,35,23,17,13,29,13,14,14,12,13,14,10,15,22,19,19,21,18,13,14,20,12,23,17,3,11,22,19,13,20,18,8,14,25,16,25,13,8,14,17,14,16,21,12,18,1,14,18,13,31,11,13,19,20,22,32,8,11,16,13,17,16,10,19,6,17,22,29,22,25,3,15,12,12,19,19,36,16,26,6,19,2,1,11,19,12,17,3,7","2,4,4,1,1,2,2,2,3,4,2,2,7,9,4,3,3,1,2,0,1,0,0,3,3,2,11,2,3,5,1,3,6,0,8,2,2,0,3,9,3,2,5,8,7,7,12,9,1,4,8,3,8,14,6,4,7,9,8,6,11,8,11,9,11,16,3,13,12,11,17,12,5,9,2,15,3,6,9,3,3,4,1,1,1,2,3,3,4,7,5,8,6,2,6,8,6,9,6,5,2,3,3,2,6,3,3,2,3,3,3,0,3,3,2,3,1,3,1,2,2,2,5,2,5,2,4,4,7,0,4,4,11,4,3,2,4,4,6,5,4,5,12,11,4,3,4,4,3,0,5,1,5,4,0,5,3,4,4,2,3,5,2,6,7,4,2,13,6,10,0,4,5,4,3,12,3,5,9,3,3,6,4,3,10,5,5,5,8,8,7,4,5,9,3,6,10,10,7,7,9,6,4,9,7,6,6,6,9,7,13,8,5,5,5,8,5,9,5,6,5,6,4,5,6,5,6,6,5,13,5,3,4,4,5,3,4,4,10,4,4,3,5,7,4,4,4,5,4,5,3,2,3,3,4,3,2,1,2,3,5,3,3,4,4,0,2,2,2,6,6,3,3,3,3,4,14,5,3,13,4,2,2,4,6,7,4,3,4,3,3,3,3,3,3,3,3,5,3,3,3,2,3,2,1,6,3,2,4,3,2,3,2,3,3,3,5,3,3,3,3,4,5,3,3,3,3,3,3,3,2,3,3,1,2,2,3,4,3,3,4,4,2,5,0,2,2,1,8,2,2,2,3,3,2,0,1,2,3,2,4,6,2,14,1,2,4,3,6,2,3,2,2,5,10,3,4,3,2,2,5,3,4,3,3,4,3,5,3,0,2,3,6,3,2,2,4,2,2,2,4,2,2,2,2,2,2,2,3,2,3,2,2,2,1,2,6,2,5,2,3,1,4,3,3,2,3,9,2,2,3,5,2,1,3,3,0,6,4,5,3,2,3,2,7,3,4,14,7,5,6,8,5,5,3,2,2,3,7,5,3,4,4,9,7,3,4,3,2,2,2,2,2,3,3,2,2,3,5,3,5,3,2,3,2,13,3,2,5,2,5,4,5,4,5,4,4,4,10,5,2,4,4,4,4,3,4,3,1,3,2,4,3,0,3,3,3,2,3,3,3,2,2,3,3,2,3,4,3,3,3,4,1,3,3,5,3,6,5,3,3,2,4,2,2,1,5,4,3,4,2,2"
2019-06-11 12:31:46.287658,3,"0,2,2,1,1,1,1,1,2,1,1,0,4,4,2,1,1,0,0,0,0,0,0,2,1,0,6,0,2,3,0,2,3,0,4,1,2,0,2,5,1,0,3,4,4,4,6,5,0,3,4,2,4,7,3,2,0,5,5,4,6,4,5,5,6,8,2,7,6,6,9,7,3,5,1,8,2,3,5,2,2,2,0,0,0,0,2,2,2,4,3,4,3,0,4,4,3,5,3,3,1,0,2,1,4,2,2,1,2,0,1,0,2,0,0,1,0,1,0,1,0,0,3,0,3,1,3,2,4,0,3,2,7,2,2,2,1,2,3,2,2,3,7,6,2,1,2,1,2,0,2,1,3,2,0,3,1,2,2,0,0,3,1,3,4,3,1,7,3,5,0,2,3,2,1,7,2,3,5,2,2,3,2,2,5,3,3,3,4,4,4,3,3,5,2,3,5,5,4,4,5,3,2,5,4,4,3,4,5,4,7,5,3,3,3,5,3,5,3,3,3,4,2,3,3,3,3,3,3,6,3,2,2,2,3,2,3,2,5,3,3,2,3,4,3,2,2,3,2,3,2,1,1,2,2,1,1,1,1,2,3,2,2,2,2,0,1,1,2,3,3,2,2,2,2,2,8,3,2,7,2,1,0,2,4,4,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,0,1,4,2,1,2,1,1,2,1,2,2,2,3,2,2,2,2,2,3,2,1,2,2,1,1,1,1,2,2,0,1,1,1,2,2,1,3,2,1,3,0,0,0,1,4,0,0,0,2,1,1,0,0,0,2,1,2,4,1,8,0,1,2,1,3,1,2,2,1,3,5,1,3,1,1,1,3,2,2,2,2,1,2,3,2,0,1,2,3,2,1,1,2,0,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,3,1,2,1,2,0,2,2,2,1,2,5,1,1,1,3,1,0,2,2,0,3,2,3,2,1,1,0,4,2,3,7,4,3,3,4,3,3,2,1,2,2,4,3,2,2,2,5,4,2,2,2,1,1,1,1,1,2,2,1,1,2,3,2,3,2,1,2,1,7,2,2,3,1,3,2,3,2,3,2,2,3,5,3,1,2,2,3,2,2,2,2,1,2,1,3,2,0,2,1,2,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,0,2,2,3,2,4,3,1,2,1,3,0,1,0,3,2,2,2,2,0","11,13,8,6,27,35,32,18,18,15,19,4,21,26,19,23,44,23,22,13,13,24,10,22,16,17,19,47,3,12,81,17,18,6,22,20,2,12,46,13,20,15,21,29,24,17,23,34,27,16,43,3,22,105,18,23,18,39,15,7,35,27,54,23,22,19,3,39,17,15,31,15,6,23,37,21,5,30,15,43,3,26,15,23,10,11,28,21,21,21,19,27,27,14,54,17,13,15,59,18,22,26,16,5,17,16,17,12,22,21,15,1,16,26,19,22,8,8,14,25,11,15,11,11,13,28,21,18,11,1,20,9,15,11,27,29,23,11,16,34,27,21,19,23,21,15,14,25,16,1,13,2,18,15,1,25,12,30,17,9,17,24,19,18,20,20,15,19,13,19,1,17,23,15,8,39,3,15,19,21,3,19,12,25,15,25,31,15,17,23,22,20,23,22,3,26,31,35,13,22,21,25,24,23,15,26,18,32,23,27,23,15,21,21,28,14,18,65,24,14,15,15,22,17,25,12,31,13,13,26,15,11,18,17,24,20,16,19,18,17,6,17,17,19,36,19,21,18,13,14,12,4,20,12,14,8,4,1,17,20,17,13,13,16,13,0,17,2,13,12,23,8,14,18,14,15,19,16,24,31,22,20,23,28,23,7,11,9,14,5,6,20,21,12,14,21,9,13,20,13,16,12,28,27,2,14,18,29,22,20,12,12,12,38,13,21,12,16,13,16,13,13,27,21,27,36,24,18,19,16,12,11,13,4,8,12,11,21,21,18,20,15,16,22,1,28,17,2,23,18,19,14,15,30,21,1,8,11,15,21,33,19,12,15,1,8,15,25,16,14,18,3,13,23,15,19,30,11,12,12,11,16,17,16,31,19,17,29,17,1,30,14,17,17,25,12,14,10,12,13,30,21,18,18,5,13,17,17,18,12,34,12,21,27,2,14,17,18,21,22,6,1,5,17,30,13,21,15,22,12,16,21,12,10,14,5,1,21,20,13,30,25,15,13,24,5,14,23,22,25,15,27,14,21,12,29,21,14,14,18,18,21,12,35,23,17,13,29,13,14,14,12,13,13,9,15,22,19,19,21,18,13,14,20,12,23,17,3,11,22,19,13,20,18,8,14,25,16,25,13,8,14,17,14,16,21,12,18,1,14,18,13,30,11,13,19,20,22,32,8,11,16,13,17,16,10,19,6,17,22,29,22,25,4,15,12,12,19,18,36,16,26,6,19,2,1,11,19,12,17,3,7","2,4,4,1,1,2,2,2,3,4,2,2,7,9,3,3,3,1,2,0,1,0,0,3,3,2,11,2,3,5,1,4,6,0,8,2,2,0,3,9,3,2,5,8,7,7,12,9,1,4,8,3,8,13,6,4,7,9,8,6,11,8,11,9,11,16,3,13,12,11,17,12,5,9,2,15,3,6,9,3,3,3,1,2,1,2,3,3,4,7,5,8,6,2,6,8,6,9,6,5,2,3,3,2,6,3,3,2,3,3,3,0,3,3,2,3,1,3,1,2,2,2,5,2,5,2,4,4,7,0,4,4,11,4,3,2,4,4,5,5,4,5,12,11,4,3,4,4,3,0,5,1,5,4,0,5,3,4,4,2,3,5,2,6,7,4,2,12,6,10,0,4,5,4,3,12,3,5,9,3,3,6,4,3,10,5,5,5,8,8,7,4,5,9,3,6,10,9,7,7,9,6,4,9,6,6,6,6,9,7,13,8,5,5,5,8,5,9,5,6,5,6,4,5,6,5,6,6,5,13,5,3,4,4,5,3,4,4,10,4,4,3,5,7,4,4,4,5,4,5,3,2,3,3,4,3,2,1,2,3,5,3,3,4,4,0,2,2,3,6,6,3,3,3,3,4,14,5,3,13,4,2,2,4,6,7,4,3,4,3,3,3,3,3,3,3,3,5,3,3,3,3,3,2,1,6,3,2,4,3,2,3,2,3,3,3,5,3,3,3,3,4,5,3,3,3,3,3,3,3,2,3,3,1,2,2,3,4,3,3,4,4,2,5,0,2,2,1,8,2,2,2,3,3,2,0,1,2,3,2,4,6,2,14,1,2,4,3,6,2,3,2,2,5,10,3,4,3,2,2,5,3,4,3,3,4,3,5,3,0,2,3,6,3,2,2,4,2,3,2,4,2,2,2,2,2,2,2,3,2,3,2,2,3,1,2,6,2,5,2,3,1,4,3,3,2,3,9,2,2,3,5,2,1,3,3,0,6,4,5,3,2,3,2,7,3,4,14,7,5,6,8,5,5,3,2,2,3,7,5,3,4,4,9,7,3,5,3,2,2,2,2,2,3,3,2,2,3,5,3,5,3,2,3,2,13,3,2,5,2,5,4,5,4,5,4,4,4,10,5,2,4,4,4,4,3,4,3,1,3,2,4,3,0,3,3,3,2,3,3,3,2,2,3,3,2,3,4,3,3,3,4,1,3,3,5,3,6,5,3,3,2,4,2,2,1,5,4,3,4,2,2"
2019-06-11 12:32:25.024650,4,"0,2,2,1,1,1,1,1,2,1,1,1,3,3,2,1,1,0,0,0,0,0,0,1,2,0,5,1,2,2,0,2,2,0,2,1,1,0,1,2,0,0,2,3,2,2,3,3,0,3,2,2,3,4,1,2,0,3,3,3,3,2,2,3,3,5,2,4,3,3,5,4,1,3,1,2,2,3,3,2,1,2,0,1,0,1,1,1,2,3,2,3,3,0,3,3,3,4,3,3,1,0,1,1,3,2,2,1,2,1,1,0,2,1,1,2,0,1,0,1,1,1,2,1,2,1,2,2,4,0,3,2,6,3,2,2,2,2,3,2,2,3,5,5,2,2,2,2,2,1,3,2,3,2,0,3,2,2,3,1,1,3,1,2,4,3,1,5,3,5,1,2,3,2,1,5,2,3,4,2,2,3,2,2,4,2,3,3,4,4,3,2,2,3,2,3,4,4,3,3,4,2,2,4,3,3,3,3,4,3,6,4,3,3,3,4,3,5,3,3,2,3,2,3,3,3,3,3,3,3,3,2,2,2,3,2,2,2,4,2,2,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,1,1,2,3,2,2,2,2,1,2,1,2,3,3,2,2,1,2,2,5,3,2,5,2,1,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,3,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,1,1,3,0,1,0,1,3,1,1,1,2,2,1,0,0,0,2,1,2,3,1,5,1,2,2,2,3,1,2,2,1,2,3,1,2,2,1,1,3,2,2,2,2,2,2,2,1,0,1,2,3,2,1,1,2,0,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,3,1,2,1,2,1,2,2,2,1,2,3,1,1,1,2,1,0,2,2,0,2,2,2,2,1,1,0,3,2,2,5,3,3,3,3,3,3,2,1,2,2,3,2,2,2,2,4,2,2,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1,2,1,4,2,2,2,1,2,2,2,2,2,2,2,2,4,3,1,2,2,2,2,2,2,2,1,2,1,2,2,0,1,2,2,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,0,2,2,1,2,3,3,1,2,1,2,1,1,0,1,2,2,2,2,1","12,13,8,7,27,35,32,18,18,15,20,4,20,25,19,24,45,25,23,16,14,26,12,22,17,19,19,48,3,12,82,18,17,7,21,20,2,14,46,11,20,16,20,28,23,16,21,32,27,18,43,3,21,104,18,22,17,38,13,6,34,26,53,23,21,17,3,39,14,14,28,14,4,23,37,19,5,30,13,43,2,26,17,24,12,12,29,22,22,21,19,26,28,15,55,17,13,13,59,19,23,26,16,5,17,16,17,13,22,22,15,1,17,27,20,24,10,9,16,26,12,15,11,12,14,29,22,18,11,1,21,10,15,12,28,30,24,13,18,35,29,21,19,23,22,16,15,27,17,1,15,3,20,16,1,26,14,30,19,10,19,26,20,18,20,21,16,19,14,19,1,19,24,16,8,39,3,16,18,22,3,19,13,26,15,25,31,16,17,23,22,21,23,22,3,26,31,35,12,21,21,25,24,22,14,27,18,32,22,27,23,15,22,22,30,13,18,65,25,15,14,15,22,17,25,13,31,14,13,25,17,12,18,17,25,21,17,20,17,17,6,18,17,18,37,20,22,18,13,14,13,5,21,13,15,8,5,2,17,22,18,14,14,18,14,1,17,3,14,11,23,9,14,18,14,15,19,17,25,31,22,21,24,30,23,7,12,10,14,5,6,21,22,13,14,21,10,13,21,13,17,13,29,28,2,13,18,30,22,21,13,13,13,38,14,22,12,17,14,17,14,13,27,22,28,37,25,20,20,17,13,12,14,5,9,13,12,22,22,20,20,16,17,22,1,30,19,2,22,19,20,15,16,31,22,1,9,12,16,22,33,19,13,15,1,9,15,25,17,14,18,3,14,23,15,20,31,12,13,12,11,17,18,17,32,19,17,29,17,1,30,14,17,17,26,13,14,11,13,13,30,22,18,18,5,14,18,18,18,13,34,13,22,28,2,14,17,18,22,22,6,2,5,17,30,14,22,14,22,13,16,21,13,10,14,4,1,21,22,13,30,26,16,15,24,6,14,23,22,25,16,27,14,22,13,29,22,14,13,18,18,21,12,35,23,18,13,29,14,15,14,13,14,14,10,15,22,19,18,22,18,13,14,21,13,23,18,3,11,22,19,13,20,18,8,15,26,17,25,13,9,14,18,14,17,22,12,18,1,14,19,13,31,13,14,20,20,22,33,9,12,16,14,17,17,10,20,6,17,22,29,23,26,3,16,12,13,19,19,36,16,26,6,20,2,1,12,19,13,17,3,7","2,3,3,1,1,2,2,2,3,3,3,2,4,5,3,3,3,1,2,0,1,1,0,2,3,2,8,2,3,3,2,3,4,0,5,2,1,0,2,4,1,1,4,5,4,4,6,5,0,4,5,3,5,7,4,3,0,5,5,4,6,4,4,6,6,9,3,7,6,6,9,6,3,5,2,5,3,5,5,3,2,3,1,2,2,3,2,2,4,5,4,4,6,2,6,6,5,7,5,4,2,3,3,2,6,3,2,2,3,3,3,0,3,3,2,3,2,2,2,2,2,3,4,2,4,2,4,4,7,1,4,4,9,4,3,2,4,4,6,4,4,5,9,9,4,4,4,4,3,1,5,2,5,4,1,5,3,3,5,3,3,5,3,4,6,4,3,9,6,8,1,4,5,4,3,9,3,5,7,2,3,5,4,3,8,4,5,5,7,6,6,4,4,6,2,5,8,7,5,6,7,4,4,7,4,6,5,6,7,5,10,7,4,4,5,7,4,8,4,5,3,6,3,4,5,5,4,6,5,5,5,3,3,4,5,3,4,4,7,4,4,3,4,5,4,4,4,5,3,4,3,3,3,3,4,3,3,2,2,3,5,3,3,4,3,1,2,2,2,5,5,3,3,2,3,3,9,5,3,8,4,2,2,4,5,6,4,2,3,2,3,3,3,3,3,3,2,4,3,3,3,3,3,2,2,5,3,2,3,3,3,3,2,3,3,3,4,3,3,3,3,4,4,3,3,3,3,3,3,3,2,3,3,2,2,2,3,3,3,3,3,3,2,4,0,3,2,1,5,2,2,2,3,3,2,0,2,2,3,2,3,5,2,8,1,2,3,2,5,2,3,2,2,4,5,3,3,3,2,2,4,3,4,3,3,4,3,4,2,1,2,3,4,3,2,2,3,2,3,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,5,2,5,2,3,1,3,3,2,2,3,5,2,2,3,4,2,1,2,3,1,4,4,3,3,2,3,2,6,3,4,9,6,4,6,6,4,4,3,2,2,3,4,4,3,4,4,6,4,3,3,3,2,2,2,2,2,3,3,2,2,3,4,3,3,3,2,3,2,8,2,2,4,2,4,3,3,4,4,3,3,4,8,4,2,3,4,4,4,3,3,3,1,3,2,4,3,1,2,3,3,2,3,3,3,2,2,3,3,2,2,3,3,3,3,4,1,2,3,3,3,5,4,3,3,2,4,2,2,0,3,3,3,3,2,3"
