,index,UTC timestamp,Annee,Date/Heure,Dir. du vent (10s deg),Dir. du vent Indicateur,Heure,Hmdx,Hmdx Indicateur,Hum,Hum. rel. Indicateur,Jour,Mois,Temp Indicateur,Temps,Vit. du vent Indicateur,eolien,eolien ind,point de rosee,point de rosee ind,pression,pression ind,qualite donnee,temp,vent,visi,visi ind,wday,ferie,averses,neige,pluie,fort,modere,verglas,bruine,poudrerie,brouillard,nuageux,orage,degage,precip,brr,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,LV,MMJ,SD,total
0,0,1533081600,2018,2018-08-01 00:00,15.0,0.0,0,30.0,0.0,72.0,0.0,1,8,0.0,0,0.0,0.0,0.0,"18,3",0.0,101.29,0.0,0,23.6,8.0,24.1,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,923.0
1,552,1533085200,2018,2018-08-01 01:00,13.0,0.0,1,29.0,0.0,72.0,0.0,1,8,0.0,Nuageux,0.0,0.0,0.0,"17,7",0.0,101.24,0.0,0,23.0,13.0,24.1,0.0,2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,497.0
2,1104,1533088800,2018,2018-08-01 02:00,14.0,0.0,2,28.0,0.0,74.0,0.0,1,8,0.0,0,0.0,0.0,0.0,"17,8",0.0,101.23,0.0,0,22.6,7.0,24.1,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,317.0
3,1656,1533092400,2018,2018-08-01 03:00,14.0,0.0,3,29.0,0.0,75.0,0.0,1,8,0.0,0,0.0,0.0,0.0,"18,1",0.0,101.26,0.0,0,22.7,10.0,24.1,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,297.0
4,2208,1533096000,2018,2018-08-01 04:00,14.0,0.0,4,28.0,0.0,75.0,0.0,1,8,0.0,Nuageux,0.0,0.0,0.0,"17,8",0.0,101.21,0.0,0,22.5,9.0,24.1,0.0,2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,149.0
5,2760,1533099600,2018,2018-08-01 05:00,14.0,0.0,5,28.0,0.0,74.0,0.0,1,8,0.0,0,0.0,0.0,0.0,"17,8",0.0,101.22,0.0,0,22.5,12.0,48.3,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,283.0
6,3312,1533103200,2018,2018-08-01 06:00,14.0,0.0,6,29.0,0.0,72.0,0.0,1,8,0.0,0,0.0,0.0,0.0,"17,8",0.0,101.21,0.0,0,22.9,14.0,48.3,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,915.0
7,3864,1533106800,2018,2018-08-01 07:00,15.0,0.0,7,29.0,0.0,74.0,0.0,1,8,0.0,Nuageux,0.0,0.0,0.0,"18,1",0.0,101.2,0.0,0,23.0,17.0,48.3,0.0,2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2877.0
8,4416,1533110400,2018,2018-08-01 08:00,16.0,0.0,8,31.0,0.0,73.0,0.0,1,8,0.0,0,0.0,0.0,0.0,"18,9",0.0,101.18,0.0,0,23.9,13.0,48.3,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6350.0
9,4968,1533114000,2018,2018-08-01 09:00,14.0,0.0,9,31.0,0.0,73.0,0.0,1,8,0.0,0,0.0,0.0,0.0,"18,8",0.0,101.12,0.0,0,23.9,17.0,24.1,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3843.0
10,5520,1533117600,2018,2018-08-01 10:00,15.0,0.0,10,31.0,0.0,74.0,0.0,1,8,0.0,Nuageux,0.0,0.0,0.0,"19,4",0.0,101.11,0.0,0,24.2,17.0,24.1,0.0,2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2103.0
11,6072,1533121200,2018,2018-08-01 11:00,16.0,0.0,11,32.0,0.0,71.0,0.0,1,8,0.0,0,0.0,0.0,0.0,"19,7",0.0,101.04,0.0,0,25.1,16.0,24.1,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2242.0
12,6624,1533124800,2018,2018-08-01 12:00,14.0,0.0,12,34.0,0.0,68.0,0.0,1,8,0.0,0,0.0,0.0,0.0,"20,2",0.0,101.0,0.0,0,26.6,18.0,24.1,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2758.0
13,7176,1533128400,2018,2018-08-01 13:00,16.0,0.0,13,35.0,0.0,63.0,0.0,1,8,0.0,Généralement nuageux,0.0,0.0,0.0,"19,8",0.0,100.93,0.0,0,27.3,25.0,24.1,0.0,2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2708.0
14,7728,1533132000,2018,2018-08-01 14:00,15.0,0.0,14,35.0,0.0,64.0,0.0,1,8,0.0,0,0.0,0.0,0.0,"20,2",0.0,100.9,0.0,0,27.4,27.0,24.1,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2682.0
15,8280,1533135600,2018,2018-08-01 15:00,16.0,0.0,15,37.0,0.0,66.0,0.0,1,8,0.0,0,0.0,0.0,0.0,"21,5",0.0,100.86,0.0,0,28.2,22.0,24.1,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,3281.0
16,8832,1533139200,2018,2018-08-01 16:00,14.0,0.0,16,36.0,0.0,68.0,0.0,1,8,0.0,Généralement nuageux,0.0,0.0,0.0,"21,0",0.0,100.84,0.0,0,27.3,21.0,24.1,0.0,2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,5310.0
17,9384,1533142800,2018,2018-08-01 17:00,15.0,0.0,17,35.0,0.0,70.0,0.0,1,8,0.0,0,0.0,0.0,0.0,"21,0",0.0,100.82,0.0,0,26.8,21.0,24.1,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,7796.0
18,9936,1533146400,2018,2018-08-01 18:00,14.0,0.0,18,35.0,0.0,73.0,0.0,1,8,0.0,0,0.0,0.0,0.0,"21,3",0.0,100.76,0.0,0,26.5,21.0,48.3,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,6265.0
19,10488,1533150000,2018,2018-08-01 19:00,16.0,0.0,19,35.0,0.0,73.0,0.0,1,8,0.0,Nuageux,0.0,0.0,0.0,"21,1",0.0,100.74,0.0,0,26.1,23.0,48.3,0.0,2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,4472.0
20,11040,1533153600,2018,2018-08-01 20:00,16.0,0.0,20,34.0,0.0,78.0,0.0,1,8,0.0,Averses de pluie,0.0,0.0,0.0,"21,2",0.0,100.75,0.0,0,25.3,21.0,24.1,0.0,2,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,3544.0
21,11592,1533157200,2018,2018-08-01 21:00,16.0,0.0,21,34.0,0.0,78.0,0.0,1,8,0.0,0,0.0,0.0,0.0,"21,0",0.0,100.76,0.0,0,25.1,18.0,24.1,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,3218.0
22,12144,1533160800,2018,2018-08-01 22:00,18.0,0.0,22,32.0,0.0,95.0,0.0,1,8,0.0,"Averses de pluie,Brouillard",0.0,0.0,0.0,"21,9",0.0,100.81,0.0,0,22.8,18.0,6.4,0.0,2,0.0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2071.0
23,12696,1533164400,2018,2018-08-01 23:00,17.0,0.0,23,32.0,0.0,93.0,0.0,1,8,0.0,0,0.0,0.0,0.0,"21,9",0.0,100.79,0.0,0,23.2,16.0,24.1,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1054.0
24,13248,1533168000,2018,2018-08-02 00:00,19.0,0.0,0,33.0,0.0,91.0,0.0,2,8,0.0,Averses de pluie,0.0,0.0,0.0,"21,8",0.0,100.79,0.0,0,23.4,17.0,19.3,0.0,3,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,805.0
25,13800,1533171600,2018,2018-08-02 01:00,21.0,0.0,1,31.0,0.0,93.0,0.0,2,8,0.0,Nuageux,0.0,0.0,0.0,"21,1",0.0,100.79,0.0,0,22.2,21.0,24.1,0.0,3,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,368.0
26,14352,1533175200,2018,2018-08-02 02:00,20.0,0.0,2,32.0,0.0,90.0,0.0,2,8,0.0,0,0.0,0.0,0.0,"21,3",0.0,100.73,0.0,0,22.9,16.0,24.1,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,213.0
27,14904,1533178800,2018,2018-08-02 03:00,20.0,0.0,3,31.0,0.0,89.0,0.0,2,8,0.0,0,0.0,0.0,0.0,"20,9",0.0,100.72,0.0,0,22.8,20.0,24.1,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,196.0
28,15456,1533182400,2018,2018-08-02 04:00,23.0,0.0,4,31.0,0.0,87.0,0.0,2,8,0.0,Nuageux,0.0,0.0,0.0,"20,4",0.0,100.76,0.0,0,22.6,24.0,24.1,0.0,3,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,118.0
29,16008,1533186000,2018,2018-08-02 05:00,22.0,0.0,5,30.0,0.0,86.0,0.0,2,8,0.0,0,0.0,0.0,0.0,"20,2",0.0,100.79,0.0,0,22.7,28.0,24.1,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,230.0
30,16560,1533189600,2018,2018-08-02 06:00,24.0,0.0,6,30.0,0.0,83.0,0.0,2,8,0.0,0,0.0,0.0,0.0,"19,6",0.0,100.89,0.0,0,22.6,28.0,24.1,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,905.0
31,17112,1533193200,2018,2018-08-02 07:00,24.0,0.0,7,30.0,0.0,74.0,0.0,2,8,0.0,Généralement nuageux,0.0,0.0,0.0,"18,8",0.0,100.93,0.0,0,23.6,31.0,24.1,0.0,3,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2728.0
32,17664,1533196800,2018,2018-08-02 08:00,23.0,0.0,8,30.0,0.0,77.0,0.0,2,8,0.0,0,0.0,0.0,0.0,"19,1",0.0,101.02,0.0,0,23.2,31.0,24.1,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6442.0
33,18216,1533200400,2018,2018-08-02 09:00,25.0,0.0,9,31.0,0.0,71.0,0.0,2,8,0.0,0,0.0,0.0,0.0,"18,8",0.0,101.05,0.0,0,24.2,33.0,24.1,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3900.0
34,18768,1533204000,2018,2018-08-02 10:00,24.0,0.0,10,31.0,0.0,71.0,0.0,2,8,0.0,Nuageux,0.0,0.0,0.0,"18,9",0.0,101.09,0.0,0,24.4,27.0,24.1,0.0,3,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2259.0
35,19320,1533207600,2018,2018-08-02 11:00,27.0,0.0,11,31.0,0.0,66.0,0.0,2,8,0.0,0,0.0,0.0,0.0,"18,4",0.0,101.12,0.0,0,25.0,27.0,24.1,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2524.0
36,19872,1533211200,2018,2018-08-02 12:00,25.0,0.0,12,32.0,0.0,64.0,0.0,2,8,0.0,0,0.0,0.0,0.0,"18,3",0.0,101.11,0.0,0,25.5,31.0,24.1,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3071.0
37,20424,1533214800,2018,2018-08-02 13:00,25.0,0.0,13,33.0,0.0,64.0,0.0,2,8,0.0,Nuageux,0.0,0.0,0.0,"19,1",0.0,101.18,0.0,0,26.3,23.0,24.1,0.0,3,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2989.0
38,20976,1533218400,2018,2018-08-02 14:00,26.0,0.0,14,34.0,0.0,55.0,0.0,2,8,0.0,0,0.0,0.0,0.0,"18,5",0.0,101.17,0.0,0,28.1,18.0,24.1,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,3101.0
39,21528,1533222000,2018,2018-08-02 15:00,26.0,0.0,15,33.0,0.0,55.0,0.0,2,8,0.0,0,0.0,0.0,0.0,"17,8",0.0,101.17,0.0,0,27.4,18.0,24.1,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,3415.0
40,22080,1533225600,2018,2018-08-02 16:00,28.0,0.0,16,34.0,0.0,59.0,0.0,2,8,0.0,Nuageux,0.0,0.0,0.0,"18,7",0.0,101.16,0.0,0,27.2,19.0,24.1,0.0,3,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,5539.0
41,22632,1533229200,2018,2018-08-02 17:00,22.0,0.0,17,34.0,0.0,58.0,0.0,2,8,0.0,0,0.0,0.0,0.0,"18,8",0.0,101.14,0.0,0,27.7,14.0,24.1,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,8031.0
42,23184,1533232800,2018,2018-08-02 18:00,21.0,0.0,18,33.0,0.0,59.0,0.0,2,8,0.0,0,0.0,0.0,0.0,"18,3",0.0,101.14,0.0,0,27.0,17.0,24.1,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,6545.0
43,23736,1533236400,2018,2018-08-02 19:00,21.0,0.0,19,33.0,0.0,65.0,0.0,2,8,0.0,Généralement nuageux,0.0,0.0,0.0,"19,1",0.0,101.17,0.0,0,26.0,13.0,24.1,0.0,3,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,5157.0
44,24288,1533240000,2018,2018-08-02 20:00,20.0,0.0,20,33.0,0.0,66.0,0.0,2,8,0.0,0,0.0,0.0,0.0,"19,1",0.0,101.2,0.0,0,25.9,16.0,24.1,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,4091.0
45,24840,1533243600,2018,2018-08-02 21:00,21.0,0.0,21,33.0,0.0,73.0,0.0,2,8,0.0,0,0.0,0.0,0.0,"19,9",0.0,101.28,0.0,0,25.1,13.0,24.1,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,3481.0
46,25392,1533247200,2018,2018-08-02 22:00,21.0,0.0,22,32.0,0.0,76.0,0.0,2,8,0.0,Nuageux,0.0,0.0,0.0,"20,2",0.0,101.28,0.0,0,24.5,17.0,24.1,0.0,3,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2762.0
47,25944,1533250800,2018,2018-08-02 23:00,22.0,0.0,23,30.0,0.0,71.0,0.0,2,8,0.0,0,0.0,0.0,0.0,"18,4",0.0,101.32,0.0,0,24.0,17.0,24.1,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2259.0
48,26496,1533254400,2018,2018-08-03 00:00,23.0,0.0,0,29.0,0.0,74.0,0.0,3,8,0.0,0,0.0,0.0,0.0,"18,2",0.0,101.32,0.0,0,23.0,9.0,24.1,0.0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1378.0
49,27048,1533258000,2018,2018-08-03 01:00,22.0,0.0,1,29.0,0.0,75.0,0.0,3,8,0.0,Généralement nuageux,0.0,0.0,0.0,"18,5",0.0,101.34,0.0,0,23.0,14.0,24.1,0.0,4,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,805.0
50,27600,1533261600,2018,2018-08-03 02:00,23.0,0.0,2,29.0,0.0,78.0,0.0,3,8,0.0,0,0.0,0.0,0.0,"18,7",0.0,101.35,0.0,0,22.7,15.0,24.1,0.0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,517.0
51,28152,1533265200,2018,2018-08-03 03:00,22.0,0.0,3,29.0,0.0,79.0,0.0,3,8,0.0,0,0.0,0.0,0.0,"18,6",0.0,101.37,0.0,0,22.4,9.0,24.1,0.0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,381.0
52,28704,1533268800,2018,2018-08-03 04:00,23.0,0.0,4,29.0,0.0,79.0,0.0,3,8,0.0,Nuageux,0.0,0.0,0.0,"18,9",0.0,101.39,0.0,0,22.6,10.0,24.1,0.0,4,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,181.0
53,29256,1533272400,2018,2018-08-03 05:00,24.0,0.0,5,29.0,0.0,83.0,0.0,3,8,0.0,0,0.0,0.0,0.0,"18,9",0.0,101.39,0.0,0,21.9,5.0,24.1,0.0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,257.0
54,29808,1533276000,2018,2018-08-03 06:00,20.0,0.0,6,29.0,0.0,84.0,0.0,3,8,0.0,0,0.0,0.0,0.0,"19,3",0.0,101.44,0.0,0,22.1,4.0,24.1,0.0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,767.0
55,30360,1533279600,2018,2018-08-03 07:00,21.0,0.0,7,30.0,0.0,79.0,0.0,3,8,0.0,Nuageux,0.0,0.0,0.0,"19,4",0.0,101.49,0.0,0,23.2,10.0,24.1,0.0,4,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2529.0
56,30912,1533283200,2018,2018-08-03 08:00,24.0,0.0,8,31.0,0.0,79.0,0.0,3,8,0.0,0,0.0,0.0,0.0,"19,6",0.0,101.51,0.0,0,23.5,7.0,24.1,0.0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5539.0
57,31464,1533286800,2018,2018-08-03 09:00,20.0,0.0,9,33.0,0.0,78.0,0.0,3,8,0.0,0,0.0,0.0,0.0,"20,5",0.0,101.54,0.0,0,24.6,10.0,24.1,0.0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3787.0
58,32016,1533290400,2018,2018-08-03 10:00,21.0,0.0,10,32.0,0.0,76.0,0.0,3,8,0.0,Nuageux,0.0,0.0,0.0,"20,0",0.0,101.54,0.0,0,24.4,13.0,24.1,0.0,4,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2438.0
59,32568,1533294000,2018,2018-08-03 11:00,19.0,0.0,11,33.0,0.0,74.0,0.0,3,8,0.0,0,0.0,0.0,0.0,"20,2",0.0,101.56,0.0,0,25.0,13.0,24.1,0.0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2874.0
60,33120,1533297600,2018,2018-08-03 12:00,22.0,0.0,12,33.0,0.0,74.0,0.0,3,8,0.0,0,0.0,0.0,0.0,"20,4",0.0,101.55,0.0,0,25.3,7.0,24.1,0.0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3538.0
61,33672,1533301200,2018,2018-08-03 13:00,24.0,0.0,13,34.0,0.0,72.0,0.0,3,8,0.0,Nuageux,0.0,0.0,0.0,"20,6",0.0,101.52,0.0,0,26.0,7.0,24.1,0.0,4,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,3663.0
62,34224,1533304800,2018,2018-08-03 14:00,19.0,0.0,14,35.0,0.0,72.0,0.0,3,8,0.0,0,0.0,0.0,0.0,"20,8",0.0,101.46,0.0,0,26.3,8.0,24.1,0.0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,3404.0
63,34776,1533308400,2018,2018-08-03 15:00,17.0,0.0,15,36.0,0.0,69.0,0.0,3,8,0.0,0,0.0,0.0,0.0,"21,1",0.0,101.44,0.0,0,27.1,14.0,24.1,0.0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,4023.0
64,35328,1533312000,2018,2018-08-03 16:00,13.0,0.0,16,36.0,0.0,69.0,0.0,3,8,0.0,Nuageux,0.0,0.0,0.0,"21,1",0.0,101.41,0.0,0,27.2,10.0,24.1,0.0,4,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,5399.0
65,35880,1533315600,2018,2018-08-03 17:00,14.0,0.0,17,35.0,0.0,66.0,0.0,3,8,0.0,0,0.0,0.0,0.0,"20,4",0.0,101.39,0.0,0,27.3,12.0,24.1,0.0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,6510.0
66,36432,1533319200,2018,2018-08-03 18:00,14.0,0.0,18,35.0,0.0,74.0,0.0,3,8,0.0,0,0.0,0.0,0.0,"21,2",0.0,101.38,0.0,0,26.2,14.0,24.1,0.0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,5353.0
