,index,UTC timestamp,Annee,Date/Heure,Dir. du vent (10s deg),Dir. du vent Indicateur,Heure,Hmdx,Hmdx Indicateur,Hum,Hum. rel. Indicateur,Jour,Mois,Temp Indicateur,Temps,Vit. du vent Indicateur,eolien,eolien ind,point de rosee,point de rosee ind,pression,pression ind,qualite donnee,temp,vent,visi,visi ind,wday,ferie,averses,neige,pluie,fort,modere,verglas,bruine,poudrerie,brouillard,nuageux,orage,degage,precip,brr,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,LV,MMJ,SD,total
1630,899760,1538949600,2018,2018-10-07 22:00,2.0,0.0,22,0.0,0.0,77.0,0.0,7,10,0.0,Généralement nuageux,0.0,0.0,0.0,"3,1",0.0,102.67,0.0,0,6.9,18.0,24.1,0.0,6,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,703.0
1631,900312,1538953200,2018,2018-10-07 23:00,2.0,0.0,23,0.0,0.0,73.0,0.0,7,10,0.0,0,0.0,0.0,0.0,"2,2",0.0,102.65,0.0,0,6.7,19.0,24.1,0.0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,679.0
1632,900864,1538956800,2018,2018-10-08 00:00,2.0,0.0,0,0.0,0.0,73.0,0.0,8,10,0.0,0,0.0,0.0,0.0,"1,9",0.0,102.69,0.0,0,6.2,20.0,24.1,0.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,585.0
1633,901416,1538960400,2018,2018-10-08 01:00,3.0,0.0,1,0.0,0.0,73.0,0.0,8,10,0.0,Généralement nuageux,0.0,0.0,0.0,"1,7",0.0,102.74,0.0,0,6.2,22.0,24.1,0.0,0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,411.0
1634,901968,1538964000,2018,2018-10-08 02:00,3.0,0.0,2,0.0,0.0,73.0,0.0,8,10,0.0,0,0.0,0.0,0.0,"1,5",0.0,102.73,0.0,0,6.1,23.0,24.1,0.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,288.0
1635,902520,1538967600,2018,2018-10-08 03:00,3.0,0.0,3,0.0,0.0,74.0,0.0,8,10,0.0,0,0.0,0.0,0.0,"1,8",0.0,102.77,0.0,0,6.1,20.0,24.1,0.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,285.0
1636,903072,1538971200,2018,2018-10-08 04:00,1.0,0.0,4,0.0,0.0,75.0,0.0,8,10,0.0,Nuageux,0.0,0.0,0.0,"1,9",0.0,102.8,0.0,0,6.0,18.0,24.1,0.0,0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,151.0
1637,903624,1538974800,2018,2018-10-08 05:00,3.0,0.0,5,0.0,0.0,78.0,0.0,8,10,0.0,0,0.0,0.0,0.0,"2,4",0.0,102.78,0.0,0,6.0,18.0,24.1,0.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,84.0
1638,904176,1538978400,2018,2018-10-08 06:00,3.0,0.0,6,0.0,0.0,80.0,0.0,8,10,0.0,0,0.0,0.0,0.0,"3,0",0.0,102.78,0.0,0,6.2,18.0,24.1,0.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,139.0
1639,904728,1538982000,2018,2018-10-08 07:00,5.0,0.0,7,0.0,0.0,81.0,0.0,8,10,0.0,Généralement nuageux,0.0,0.0,0.0,"3,4",0.0,102.79,0.0,0,6.5,14.0,24.1,0.0,0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,287.0
1640,905280,1538985600,2018,2018-10-08 08:00,5.0,0.0,8,0.0,0.0,77.0,0.0,8,10,0.0,0,0.0,0.0,0.0,"3,3",0.0,102.81,0.0,0,7.0,17.0,24.1,0.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,517.0
1641,905832,1538989200,2018,2018-10-08 09:00,6.0,0.0,9,0.0,0.0,75.0,0.0,8,10,0.0,0,0.0,0.0,0.0,"4,1",0.0,102.78,0.0,0,8.3,17.0,24.1,0.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,728.0
1642,906384,1538992800,2018,2018-10-08 10:00,5.0,0.0,10,0.0,0.0,69.0,0.0,8,10,0.0,Nuageux,0.0,0.0,0.0,"3,7",0.0,102.75,0.0,0,9.0,20.0,24.1,0.0,0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1071.0
1643,906936,1538996400,2018,2018-10-08 11:00,4.0,0.0,11,0.0,0.0,68.0,0.0,8,10,0.0,0,0.0,0.0,0.0,"4,3",0.0,102.69,0.0,0,10.0,16.0,24.1,0.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1463.0
1644,907488,1539000000,2018,2018-10-08 12:00,4.0,0.0,12,0.0,0.0,65.0,0.0,8,10,0.0,0,0.0,0.0,0.0,"4,0",0.0,102.61,0.0,0,10.2,18.0,24.1,0.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1487.0
1645,908040,1539003600,2018,2018-10-08 13:00,7.0,0.0,13,0.0,0.0,62.0,0.0,8,10,0.0,Nuageux,0.0,0.0,0.0,"3,6",0.0,102.53,0.0,0,10.6,16.0,24.1,0.0,0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1642.0
1646,908592,1539007200,2018,2018-10-08 14:00,7.0,0.0,14,0.0,0.0,67.0,0.0,8,10,0.0,0,0.0,0.0,0.0,"4,7",0.0,102.35,0.0,0,10.6,19.0,24.1,0.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1744.0
1647,909144,1539010800,2018,2018-10-08 15:00,5.0,0.0,15,0.0,0.0,81.0,0.0,8,10,0.0,"Pluie,Brouillard",0.0,0.0,0.0,"6,5",0.0,102.29,0.0,0,9.5,19.0,9.7,0.0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1805.0
1648,909696,1539014400,2018,2018-10-08 16:00,6.0,0.0,16,0.0,0.0,89.0,0.0,8,10,0.0,Nuageux,0.0,0.0,0.0,"7,3",0.0,102.16,0.0,0,9.0,17.0,16.1,0.0,0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,746.0
1649,910248,1539018000,2018,2018-10-08 17:00,4.0,0.0,17,0.0,0.0,93.0,0.0,8,10,0.0,Pluie,0.0,0.0,0.0,"7,5",0.0,102.09,0.0,0,8.5,15.0,16.1,0.0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,770.0
1650,910800,1539021600,2018,2018-10-08 18:00,3.0,0.0,18,0.0,0.0,95.0,0.0,8,10,0.0,Pluie,0.0,0.0,0.0,"7,5",0.0,102.09,0.0,0,8.2,16.0,9.7,0.0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,372.0
1651,911352,1539025200,2018,2018-10-08 19:00,2.0,0.0,19,0.0,0.0,94.0,0.0,8,10,0.0,Nuageux,0.0,0.0,0.0,"7,5",0.0,102.03,0.0,0,8.4,17.0,24.1,0.0,0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,555.0
1652,911904,1539028800,2018,2018-10-08 20:00,1.0,0.0,20,0.0,0.0,94.0,0.0,8,10,0.0,0,0.0,0.0,0.0,"7,1",0.0,102.01,0.0,0,8.0,14.0,24.1,0.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,621.0
1653,912456,1539032400,2018,2018-10-08 21:00,1.0,0.0,21,0.0,0.0,94.0,0.0,8,10,0.0,0,0.0,0.0,0.0,"7,1",0.0,101.96,0.0,0,8.0,15.0,24.1,0.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,556.0
1654,913008,1539036000,2018,2018-10-08 22:00,2.0,0.0,22,0.0,0.0,95.0,0.0,8,10,0.0,Nuageux,0.0,0.0,0.0,"7,2",0.0,101.89,0.0,0,8.0,13.0,24.1,0.0,0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,534.0
1655,913560,1539039600,2018,2018-10-08 23:00,1.0,0.0,23,0.0,0.0,95.0,0.0,8,10,0.0,0,0.0,0.0,0.0,"7,5",0.0,101.83,0.0,0,8.2,9.0,16.1,0.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,444.0
1656,914112,1539043200,2018,2018-10-09 00:00,35.0,0.0,0,0.0,0.0,97.0,0.0,9,10,0.0,"Averses de pluie,Brouillard",0.0,0.0,0.0,"7,9",0.0,101.78,0.0,0,8.4,5.0,9.7,0.0,1,0.0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,223.0
1657,914664,1539046800,2018,2018-10-09 01:00,1.0,0.0,1,0.0,0.0,97.0,0.0,9,10,0.0,Nuageux,0.0,0.0,0.0,"8,1",0.0,101.74,0.0,0,8.6,9.0,12.9,0.0,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,92.0
1658,915216,1539050400,2018,2018-10-09 02:00,1.0,0.0,2,0.0,0.0,97.0,0.0,9,10,0.0,0,0.0,0.0,0.0,"8,1",0.0,101.71,0.0,0,8.6,8.0,12.9,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,63.0
1659,915768,1539054000,2018,2018-10-09 03:00,33.0,0.0,3,0.0,0.0,97.0,0.0,9,10,0.0,Brouillard,0.0,0.0,0.0,"8,2",0.0,101.67,0.0,0,8.6,5.0,6.4,0.0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,51.0
1660,916320,1539057600,2018,2018-10-09 04:00,32.0,0.0,4,0.0,0.0,98.0,0.0,9,10,0.0,Brouillard,0.0,0.0,0.0,"8,4",0.0,101.64,0.0,0,8.7,5.0,3.2,0.0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,43.0
1661,916872,1539061200,2018,2018-10-09 05:00,36.0,0.0,5,0.0,0.0,98.0,0.0,9,10,0.0,Brouillard,0.0,0.0,0.0,"8,4",0.0,101.61,0.0,0,8.7,1.0,0.4,0.0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,139.0
1662,917424,1539064800,2018,2018-10-09 06:00,20.0,0.0,6,0.0,0.0,98.0,0.0,9,10,0.0,Brouillard,0.0,0.0,0.0,"8,8",0.0,101.57,0.0,0,9.1,4.0,4.8,0.0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,540.0
1663,917976,1539068400,2018,2018-10-09 07:00,36.0,0.0,7,0.0,0.0,98.0,0.0,9,10,0.0,Brouillard,0.0,0.0,0.0,"9,7",0.0,101.6,0.0,0,10.0,3.0,8.1,0.0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1778.0
1664,918528,1539072000,2018,2018-10-09 08:00,36.0,0.0,8,0.0,0.0,93.0,0.0,9,10,0.0,Brouillard,0.0,0.0,0.0,"10,5",0.0,101.58,0.0,0,11.6,2.0,9.7,0.0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4676.0
1665,919080,1539075600,2018,2018-10-09 09:00,27.0,0.0,9,0.0,0.0,90.0,0.0,9,10,0.0,0,0.0,0.0,0.0,"12,6",0.0,101.58,0.0,0,14.2,3.0,11.3,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3077.0
1666,919632,1539079200,2018,2018-10-09 10:00,22.0,0.0,10,0.0,0.0,86.0,0.0,9,10,0.0,Généralement dégagé,0.0,0.0,0.0,"15,9",0.0,101.53,0.0,0,18.3,11.0,16.1,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1559.0
1667,920184,1539082800,2018,2018-10-09 11:00,22.0,0.0,11,26.0,0.0,80.0,0.0,9,10,0.0,0,0.0,0.0,0.0,"17,0",0.0,101.49,0.0,0,20.4,5.0,24.1,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1828.0
1668,920736,1539086400,2018,2018-10-09 12:00,23.0,0.0,12,29.0,0.0,77.0,0.0,9,10,0.0,0,0.0,0.0,0.0,"18,2",0.0,101.4,0.0,0,22.4,9.0,24.1,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2223.0
1669,921288,1539090000,2018,2018-10-09 13:00,22.0,0.0,13,33.0,0.0,72.0,0.0,9,10,0.0,Généralement dégagé,0.0,0.0,0.0,"19,9",0.0,101.33,0.0,0,25.3,23.0,24.1,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2435.0
1670,921840,1539093600,2018,2018-10-09 14:00,23.0,0.0,14,34.0,0.0,69.0,0.0,9,10,0.0,0,0.0,0.0,0.0,"20,3",0.0,101.3,0.0,0,26.3,24.0,24.1,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2370.0
1671,922392,1539097200,2018,2018-10-09 15:00,23.0,0.0,15,34.0,0.0,65.0,0.0,9,10,0.0,0,0.0,0.0,0.0,"19,8",0.0,101.27,0.0,0,26.7,31.0,24.1,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,3036.0
1672,922944,1539100800,2018,2018-10-09 16:00,23.0,0.0,16,33.0,0.0,70.0,0.0,9,10,0.0,Généralement dégagé,0.0,0.0,0.0,"19,8",0.0,101.24,0.0,0,25.6,27.0,24.1,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,5004.0
1673,923496,1539104400,2018,2018-10-09 17:00,22.0,0.0,17,31.0,0.0,74.0,0.0,9,10,0.0,0,0.0,0.0,0.0,"19,4",0.0,101.23,0.0,0,24.2,22.0,24.1,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,7026.0
1674,924048,1539108000,2018,2018-10-09 18:00,21.0,0.0,18,31.0,0.0,77.0,0.0,9,10,0.0,0,0.0,0.0,0.0,"19,4",0.0,101.22,0.0,0,23.7,21.0,24.1,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,5407.0
1675,924600,1539111600,2018,2018-10-09 19:00,22.0,0.0,19,29.0,0.0,81.0,0.0,9,10,0.0,Généralement dégagé,0.0,0.0,0.0,"18,8",0.0,101.23,0.0,0,22.1,15.0,24.1,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,3436.0
1676,925152,1539115200,2018,2018-10-09 20:00,22.0,0.0,20,28.0,0.0,84.0,0.0,9,10,0.0,0,0.0,0.0,0.0,"18,9",0.0,101.21,0.0,0,21.7,18.0,24.1,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2393.0
1677,925704,1539118800,2018,2018-10-09 21:00,22.0,0.0,21,28.0,0.0,86.0,0.0,9,10,0.0,0,0.0,0.0,0.0,"18,9",0.0,101.2,0.0,0,21.3,15.0,24.1,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2010.0
1678,926256,1539122400,2018,2018-10-09 22:00,23.0,0.0,22,30.0,0.0,84.0,0.0,9,10,0.0,Généralement nuageux,0.0,0.0,0.0,"19,7",0.0,101.21,0.0,0,22.4,22.0,24.1,0.0,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,1536.0
1679,926808,1539126000,2018,2018-10-09 23:00,26.0,0.0,23,30.0,0.0,86.0,0.0,9,10,0.0,Averses de pluie,0.0,0.0,0.0,"19,8",0.0,101.2,0.0,0,22.3,16.0,24.1,0.0,1,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1093.0
1680,927360,1539129600,2018,2018-10-10 00:00,21.0,0.0,0,29.0,0.0,87.0,0.0,10,10,0.0,0,0.0,0.0,0.0,"19,7",0.0,101.15,0.0,0,22.0,12.0,24.1,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,356.0
1681,927912,1539133200,2018,2018-10-10 01:00,22.0,0.0,1,27.0,0.0,91.0,0.0,10,10,0.0,Généralement nuageux,0.0,0.0,0.0,"18,9",0.0,101.15,0.0,0,20.5,7.0,24.1,0.0,2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,188.0
1682,928464,1539136800,2018,2018-10-10 02:00,21.0,0.0,2,27.0,0.0,91.0,0.0,10,10,0.0,0,0.0,0.0,0.0,"18,9",0.0,101.09,0.0,0,20.5,10.0,24.1,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,157.0
1683,929016,1539140400,2018,2018-10-10 03:00,22.0,0.0,3,26.0,0.0,89.0,0.0,10,10,0.0,0,0.0,0.0,0.0,"18,2",0.0,101.1,0.0,0,20.2,12.0,24.1,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,118.0
1684,929568,1539144000,2018,2018-10-10 04:00,29.0,0.0,4,28.0,0.0,85.0,0.0,10,10,0.0,Nuageux,0.0,0.0,0.0,"18,8",0.0,101.17,0.0,0,21.4,18.0,24.1,0.0,2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,98.0
1685,930120,1539147600,2018,2018-10-10 05:00,27.0,0.0,5,27.0,0.0,95.0,0.0,10,10,0.0,Averses de pluie,0.0,0.0,0.0,"19,2",0.0,101.17,0.0,0,20.0,11.0,16.1,0.0,2,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,171.0
1686,930672,1539151200,2018,2018-10-10 06:00,21.0,0.0,6,0.0,0.0,95.0,0.0,10,10,0.0,Averses de pluie,0.0,0.0,0.0,"18,9",0.0,101.15,0.0,0,19.7,12.0,12.9,0.0,2,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,357.0
1687,931224,1539154800,2018,2018-10-10 07:00,5.0,0.0,7,0.0,0.0,97.0,0.0,10,10,0.0,Nuageux,0.0,0.0,0.0,"18,9",0.0,101.22,0.0,0,19.3,12.0,12.9,0.0,2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1646.0
1688,931776,1539158400,2018,2018-10-10 08:00,4.0,0.0,8,0.0,0.0,91.0,0.0,10,10,0.0,Averses de pluie,0.0,0.0,0.0,"12,1",0.0,101.28,0.0,0,13.6,30.0,24.1,0.0,2,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4059.0
1689,932328,1539162000,2018,2018-10-10 09:00,4.0,0.0,9,0.0,0.0,91.0,0.0,10,10,0.0,0,0.0,0.0,0.0,"10,7",0.0,101.28,0.0,0,12.1,27.0,24.1,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1948.0
1690,932880,1539165600,2018,2018-10-10 10:00,5.0,0.0,10,0.0,0.0,90.0,0.0,10,10,0.0,Nuageux,0.0,0.0,0.0,"10,0",0.0,101.23,0.0,0,11.6,25.0,24.1,0.0,2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1045.0
1691,933432,1539169200,2018,2018-10-10 11:00,3.0,0.0,11,0.0,0.0,92.0,0.0,10,10,0.0,0,0.0,0.0,0.0,"10,2",0.0,101.2,0.0,0,11.4,20.0,24.1,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1289.0
1692,933984,1539172800,2018,2018-10-10 12:00,4.0,0.0,12,0.0,0.0,91.0,0.0,10,10,0.0,0,0.0,0.0,0.0,"10,4",0.0,101.11,0.0,0,11.8,20.0,24.1,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1732.0
1693,934536,1539176400,2018,2018-10-10 13:00,3.0,0.0,13,0.0,0.0,91.0,0.0,10,10,0.0,Nuageux,0.0,0.0,0.0,"10,3",0.0,101.07,0.0,0,11.8,21.0,24.1,0.0,2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1899.0
1694,935088,1539180000,2018,2018-10-10 14:00,3.0,0.0,14,0.0,0.0,91.0,0.0,10,10,0.0,0,0.0,0.0,0.0,"10,0",0.0,101.05,0.0,0,11.5,29.0,24.1,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1665.0
1695,935640,1539183600,2018,2018-10-10 15:00,4.0,0.0,15,0.0,0.0,92.0,0.0,10,10,0.0,0,0.0,0.0,0.0,"10,0",0.0,101.02,0.0,0,11.3,30.0,24.1,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2152.0
1696,936192,1539187200,2018,2018-10-10 16:00,4.0,0.0,16,0.0,0.0,91.0,0.0,10,10,0.0,Nuageux,0.0,0.0,0.0,"9,9",0.0,100.98,0.0,0,11.2,28.0,24.1,0.0,2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3498.0
