,UTC timestamp,Annee,Date/Heure,Dir. du vent (10s deg),Heure,Jour,Mois,Temps,temp,vent,wday,ferie,averses,neige,pluie,fort,modere,verglas,bruine,poudrerie,brouillard,nuageux,orage,degage,precip,brr,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,LV,MMJ,SD
0,1560254400.0,2019.0,2019-06-11 12:00:00,22.5,12,11,6,Mainly cloudy,18.0,30.0,1,False,0,0,0,1,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1560258000.0,2019.0,2019-06-11 13:00:00,22.5,13,11,6,Mainly cloudy,18.0,30.0,1,False,0,0,0,1,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2,1560261600.0,2019.0,2019-06-11 14:00:00,22.5,14,11,6,A mix of sun and cloud,18.0,30.0,1,False,0,0,0,0,0,0,0,0,0,1,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
3,1560265200.0,2019.0,2019-06-11 15:00:00,22.5,15,11,6,A mix of sun and cloud,18.0,30.0,1,False,0,0,0,0,0,0,0,0,0,1,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
4,1560268800.0,2019.0,2019-06-11 16:00:00,22.5,16,11,6,A mix of sun and cloud,18.0,30.0,1,False,0,0,0,0,0,0,0,0,0,1,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
5,1560272400.0,2019.0,2019-06-11 17:00:00,22.5,17,11,6,A mix of sun and cloud,18.0,30.0,1,False,0,0,0,0,0,0,0,0,0,1,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
6,1560276000.0,2019.0,2019-06-11 18:00:00,22.5,18,11,6,Mainly sunny,17.0,30.0,1,False,0,0,0,1,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
7,1560279600.0,2019.0,2019-06-11 19:00:00,22.5,19,11,6,Mainly sunny,17.0,30.0,1,False,0,0,0,1,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
8,1560283200.0,2019.0,2019-06-11 20:00:00,22.5,20,11,6,Mainly sunny,16.0,30.0,1,False,0,0,0,1,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
