dayOfWeek1.period1Max,dayOfWeek1.period1Min,dayOfWeek1.period1Target,dayOfWeek1.period2Max,dayOfWeek1.period2Min,dayOfWeek1.period2Target,dayOfWeek1.period3Max,dayOfWeek1.period3Min,dayOfWeek1.period3Target,dayOfWeek1.period4Max,dayOfWeek1.period4Min,dayOfWeek1.period4Target,dayOfWeek1.period5max,dayOfWeek1.period5min,dayOfWeek1.period5target,dayOfWeek1.sector,dayOfWeek1.sector.id,dayOfWeek2.period1Max,dayOfWeek2.period1Min,dayOfWeek2.period1Target,dayOfWeek2.period2Max,dayOfWeek2.period2Min,dayOfWeek2.period2Target,dayOfWeek2.period3Max,dayOfWeek2.period3Min,dayOfWeek2.period3Target,dayOfWeek2.period4Max,dayOfWeek2.period4Min,dayOfWeek2.period4Target,dayOfWeek2.period5max,dayOfWeek2.period5min,dayOfWeek2.period5target,dayOfWeek2.sector,dayOfWeek2.sector.id,dayOfWeek3.period1Max,dayOfWeek3.period1Min,dayOfWeek3.period1Target,dayOfWeek3.period2Max,dayOfWeek3.period2Min,dayOfWeek3.period2Target,dayOfWeek3.period3Max,dayOfWeek3.period3Min,dayOfWeek3.period3Target,dayOfWeek3.period4Max,dayOfWeek3.period4Min,dayOfWeek3.period4Target,dayOfWeek3.period5max,dayOfWeek3.period5min,dayOfWeek3.period5target,dayOfWeek3.sector,dayOfWeek3.sector.id,dayOfWeek4.period1Max,dayOfWeek4.period1Min,dayOfWeek4.period1Target,dayOfWeek4.period2Max,dayOfWeek4.period2Min,dayOfWeek4.period2Target,dayOfWeek4.period3Max,dayOfWeek4.period3Min,dayOfWeek4.period3Target,dayOfWeek4.period4Max,dayOfWeek4.period4Min,dayOfWeek4.period4Target,dayOfWeek4.period5max,dayOfWeek4.period5min,dayOfWeek4.period5target,dayOfWeek4.sector,dayOfWeek4.sector.id,dayOfWeek5.period1Max,dayOfWeek5.period1Min,dayOfWeek5.period1Target,dayOfWeek5.period2Max,dayOfWeek5.period2Min,dayOfWeek5.period2Target,dayOfWeek5.period3Max,dayOfWeek5.period3Min,dayOfWeek5.period3Target,dayOfWeek5.period4Max,dayOfWeek5.period4Min,dayOfWeek5.period4Target,dayOfWeek5.period5max,dayOfWeek5.period5min,dayOfWeek5.period5target,dayOfWeek5.sector,dayOfWeek5.sector.id,dayOfWeek6.period1Max,dayOfWeek6.period1Min,dayOfWeek6.period1Target,dayOfWeek6.period2Max,dayOfWeek6.period2Min,dayOfWeek6.period2Target,dayOfWeek6.period3Max,dayOfWeek6.period3Min,dayOfWeek6.period3Target,dayOfWeek6.period4Max,dayOfWeek6.period4Min,dayOfWeek6.period4Target,dayOfWeek6.period5max,dayOfWeek6.period5min,dayOfWeek6.period5target,dayOfWeek6.sector,dayOfWeek6.sector.id,dayOfWeek7.period1Max,dayOfWeek7.period1Min,dayOfWeek7.period1Target,dayOfWeek7.period2Max,dayOfWeek7.period2Min,dayOfWeek7.period2Target,dayOfWeek7.period3Max,dayOfWeek7.period3Min,dayOfWeek7.period3Target,dayOfWeek7.period4Max,dayOfWeek7.period4Min,dayOfWeek7.period4Target,dayOfWeek7.period5max,dayOfWeek7.period5min,dayOfWeek7.period5target,dayOfWeek7.sector,dayOfWeek7.sector.id,id,info.capacity,info.cluster,info.eightd_has_available_keys,info.eightd_has_key_dispenser,info.index,info.installDate,info.installed,info.is_installed,info.is_renting,info.is_returning,info.last_reported,info.locked,info.num_bikes_available,info.num_bikes_disabled,info.num_docks_available,info.num_docks_disabled,info.priority,info.removalDate,info.rental_methods,info.secteur_lavage,info.secteur_redist,info.status,info.temporary,info.terminalName,label,threshold.maxMet,threshold.maxMetQty,threshold.minMet,threshold.minMetQty
20,-10,5,20,-10,5,30,-10,10,40,-10,10,20,-10,5,,,20,0,5,60,-10,55,70,-10,50,110,-10,50,40,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,50,,,80,-10,30,80,-10,30,70,-10,30,80,0,50,60,-10,25,,,172.0,21,"20,35,50,10",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,21,0,0,0,0,,"KEY,CREDITCARD",C3,Centre Ville,ok,,6180,St-Dominique / René-Lévesque,2019-06-04T07:51:09-04,6,,
90,45,70,90,45,70,80,50,65,100,45,80,100,55,80,,,100,40,65,110,45,60,110,50,75,110,45,70,110,40,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,40,80,,,90,40,55,90,40,55,100,30,80,80,35,60,100,55,80,,,173.0,27,"70,70,70,80",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,15,0,12,0,0,,"KEY,CREDITCARD",C5,Plateau Ouest,ok,,6181,Clark / Rachel,,,,
100,40,65,100,40,65,100,10,65,100,40,70,100,55,80,,,110,75,90,110,55,80,100,45,75,90,35,65,100,45,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,40,60,,,100,20,80,100,20,80,100,30,80,100,20,70,100,40,80,,,174.0,19,"75,70,70,80",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,6,0,13,0,0,,"KEY,CREDITCARD",C8,Plateau Ouest,ok,,6182,de Bullion / du Mont-Royal,,,2019-06-04T11:51:02-04,7
100,45,70,100,45,70,95,40,70,90,50,70,100,55,80,,,100,70,85,100,40,70,100,50,80,90,35,65,100,40,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,45,65,,,80,40,0,80,40,0,90,45,65,90,40,70,90,45,70,,,175.0,19,"80,65,55,75",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,1,2,16,0,0,,"KEY,CREDITCARD",C8,Plateau Ouest,ok,,6183,Laval / du Mont-Royal,,,2019-06-04T07:51:10-04,11
80,20,60,80,20,60,80,20,50,70,40,40,70,10,35,,,70,10,35,75,10,40,85,20,40,70,10,40,70,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,10,40,,,80,20,50,80,20,50,70,10,40,80,20,50,80,20,40,,,176.0,35,"60,70,70,80",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,8,0,27,0,0,,"KEY,CREDITCARD",C8,Plateau Ouest,ok,,6184,Métro Mont-Royal (Rivard / du Mont-Royal),,,,
85,35,60,85,35,60,80,20,60,80,20,55,90,60,80,,,110,35,60,90,10,60,75,10,30,90,45,75,90,55,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,30,60,,,80,35,60,80,35,60,80,20,50,80,20,50,100,20,60,,,177.0,15,"60,45,65,75",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,1,0,14,0,0,,"KEY,CREDITCARD",N3,Rosemont Ouest,ok,,6185,des Érables / Bélanger,,,2019-06-04T08:20:49-04,5
110,50,90,110,40,80,100,30,70,100,50,80,110,55,85,,,110,80,95,110,50,75,110,45,75,110,45,80,110,50,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,40,70,,,90,35,70,90,35,70,80,20,65,90,35,70,95,55,70,,,178.0,19,"70,65,50,70",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,12,1,6,0,0,,"KEY,CREDITCARD",C9,Plateau Ouest,ok,,6186,St-André / Laurier,,,,
70,25,50,70,25,50,80,20,50,80,30,55,80,20,55,,,80,10,50,80,10,50,75,10,50,80,10,50,70,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,20,50,,,80,25,55,80,25,55,80,20,55,80,20,50,80,20,55,,,179.0,23,"65,40,65,70",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,13,0,10,0,0,,"KEY,CREDITCARD",C8,Plateau Ouest,ok,,6187,Resther / du Mont-Royal,,,,
100,40,60,100,40,60,90,35,60,100,45,70,100,60,80,,,100,70,85,95,0,25,70,0,20,70,-10,60,95,55,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,40,70,,,90,40,60,90,40,60,90,45,60,70,35,50,85,45,65,,,180.0,23,"60,40,55,75",false,false,,,true,false,true,true,1970-01-18T20:14:15-05,false,2,0,21,0,0,,"KEY,CREDITCARD",C8,Plateau Ouest,ok,,6188,de Mentana / Marie-Anne,,,,
80,20,50,80,20,50,70,20,40,70,20,50,80,40,65,,,110,20,50,110,10,50,60,0,30,60,-10,40,70,30,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,30,50,80,20,50,80,20,50,85,35,55,90,40,60,,,181.0,11,"50,50,40,70",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,2,0,9,0,0,,"KEY,CREDITCARD",N2,Villeray,ok,,6189,Chabot / Everett,,,,
100,50,80,100,50,80,100,40,85,110,45,90,110,55,90,,,110,75,90,110,30,60,110,45,85,111,45,80,110,55,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,45,85,,,90,40,70,90,40,70,100,20,75,95,30,80,100,30,80,,,182.0,23,"90,85,75,85",false,false,,,true,false,true,true,1970-01-18T20:14:22-05,false,17,1,5,0,0,,"KEY,CREDITCARD",C8,Plateau Ouest,ok,,6190,Pontiac / Gilford,,,,
100,35,65,100,35,65,100,35,80,100,45,75,100,55,75,,,95,40,70,95,25,55,100,40,70,100,40,65,90,55,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,40,70,,,90,35,65,90,35,65,90,35,60,90,35,60,90,35,65,,,183.0,15,"70,70,75,85",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,10,0,5,0,0,,"KEY,CREDITCARD",N1,Rosemont Ouest,ok,,6191,St-Zotique / Clark,,,,
90,40,65,90,40,65,110,40,60,110,20,70,110,45,80,,,110,10,25,110,20,40,70,0,45,90,0,60,110,50,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,40,90,,,100,40,85,100,40,85,100,40,85,85,45,60,85,45,65,,,184.0,26,"90,60,90,90",false,false,,,true,false,true,true,1970-01-18T20:14:15-05,false,4,0,22,1,0,,"KEY,CREDITCARD",C9,Plateau Ouest,ok,,6192,Berri / St-Grégoire,,,,
100,45,80,100,45,80,100,35,85,100,45,80,100,50,80,,,90,45,70,110,45,80,100,50,80,100,50,80,100,45,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,45,90,,,100,50,80,100,50,80,100,40,80,100,45,85,100,50,85,,,185.0,15,"80,80,80,75",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,2,1,12,0,0,,"KEY,CREDITCARD",C9,Mile-End,ok,,6193,de l'Esplanade / Fairmount,,,2019-06-04T06:11:40-04,6
100,45,80,100,45,80,100,45,80,100,45,80,100,40,85,,,100,45,75,100,40,75,100,50,70,100,45,70,100,45,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,30,60,,,90,20,60,90,20,60,100,20,70,100,20,70,100,20,60,,,76.0,27,"65,70,65,70",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,8,0,19,0,0,,"KEY,CREDITCARD",C1,Centre Ouest,ok,,6194,Métro Atwater (Atwater / Ste-Catherine),,,2019-06-04T10:35:32-04,9
90,35,75,90,35,75,90,40,60,100,40,80,100,60,80,,,110,75,90,100,35,50,110,35,50,110,30,85,110,55,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,40,65,,,100,35,70,100,35,70,100,35,65,90,40,65,100,40,65,,,187.0,31,"75,75,70,80",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,17,2,12,0,0,,"KEY,CREDITCARD",C9,Plateau Ouest,ok,,6195,de Bullion / St-Joseph,,,,
100,45,80,100,45,80,100,50,80,100,50,80,100,55,85,,,110,75,95,110,40,70,110,55,70,110,50,70,110,50,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,45,80,,,90,40,60,90,40,60,100,40,75,100,45,80,110,50,85,,,188.0,19,"70,85,85,85",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,12,0,7,0,0,,"KEY,CREDITCARD",C8,Plateau Ouest,ok,,6196,Villeneuve / St-Laurent,,,,
100,0,70,100,0,70,100,0,70,100,0,80,100,55,80,,,100,40,60,100,40,60,80,20,30,80,20,55,80,20,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,50,,,100,40,60,100,40,60,100,20,55,100,20,55,100,20,55,,,189.0,19,"55,55,65,70",false,false,,,true,false,true,true,1970-01-18T20:14:22-05,false,0,0,19,0,0,,"KEY,CREDITCARD",C9,Plateau Est,ok,,6197,de Bordeaux / Masson,,,2019-06-04T08:15:54-04,7
80,30,55,80,30,55,95,40,60,85,40,60,100,40,70,,,110,40,70,110,30,55,110,30,55,110,30,60,110,45,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,30,70,,,90,40,70,90,40,70,80,20,65,90,35,70,90,35,65,,,190.0,23,"65,70,75,85",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,16,0,7,0,0,,"KEY,CREDITCARD",C10,Plateau Ouest,ok,,6198,Hélène-Baillargeon / St-Denis,,,,
80,35,70,80,35,70,80,35,70,70,25,50,70,10,35,,,80,10,40,95,30,70,100,55,85,110,50,85,90,20,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,45,70,,,80,35,60,80,35,60,80,35,60,80,20,55,80,30,50,,,191.0,23,"75,70,75,80",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,15,0,8,0,0,,"KEY,CREDITCARD",C10,Mile-End,ok,,6199,St-Viateur / St-Laurent,,,,
70,20,55,70,20,55,80,10,60,90,45,70,110,50,80,,,50,10,35,85,30,70,110,55,90,100,60,80,90,35,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,50,,,70,20,50,70,20,50,80,20,55,80,20,55,80,35,55,,,192.0,23,"55,55,65,55",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,16,0,7,0,0,,"KEY,CREDITCARD",C9,Mile-End,ok,,6200,Maguire / St-Laurent,,,,
100,40,60,100,40,60,100,20,60,100,40,70,100,55,85,,,110,75,90,110,40,55,100,40,70,85,40,60,90,40,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,30,80,,,90,40,60,90,40,60,90,20,60,100,35,85,100,45,85,,,193.0,23,"80,70,75,80",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,16,0,7,0,0,,"KEY,CREDITCARD",C8,Plateau Ouest,ok,,6201,Villeneuve / de l'Hôtel-de-Ville,,,,
80,35,65,80,35,65,90,20,85,100,50,80,110,55,75,,,90,40,70,90,40,70,90,40,65,90,35,70,110,45,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,25,65,,,80,20,50,80,20,50,80,10,50,80,20,50,80,20,50,,,115.0,23,"50,60,65,50",false,false,,,true,false,true,true,1970-01-18T20:14:22-05,false,21,0,2,0,0,,"KEY,CREDITCARD",C5,Plateau Ouest,ok,,6202,Ste-Famille / Sherbrooke,2019-06-04T10:20:40-04,21,,
110,40,65,110,40,65,90,30,60,90,35,60,80,25,60,,,60,-10,40,80,-10,55,110,45,70,90,45,65,80,35,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,50,,,80,20,50,80,20,50,80,20,50,80,20,50,80,20,50,,,194.0,23,"10,65,55,20",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,19,0,4,0,0,,"KEY,CREDITCARD",C5,McGill,ok,,6203,Hutchison / Sherbrooke,,,,
25,-10,5,45,-10,20,50,-10,25,40,-10,15,20,-10,5,,,75,0,40,80,0,50,100,55,75,90,35,60,80,10,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,-10,30,,,60,0,40,60,0,40,60,0,40,70,10,50,60,-10,30,,,43.0,27,"25,40,46,15",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,17,1,9,0,0,,"KEY,CREDITCARD",C5,McGill,ok,,6204,Milton / Durocher,,,,
80,20,50,80,20,50,70,20,50,80,0,25,80,20,50,,,100,30,65,95,35,70,90,35,70,110,30,80,110,45,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,30,75,,,110,25,60,95,25,55,110,35,60,95,35,60,95,25,55,,,195.0,30,"38,38,70,38",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,9,1,20,1,0,,"KEY,CREDITCARD",C5,McGill,ok,,6205,Milton / du Parc,,,2019-06-04T09:20:57-04,10
80,30,50,80,30,50,85,30,65,85,35,70,70,0,30,,,70,35,60,90,25,65,95,45,60,80,35,65,70,10,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,20,50,,,80,20,55,80,20,55,80,20,60,80,20,,80,20,50,,,196.0,35,"60,65,55,70",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,13,0,22,0,0,,"KEY,CREDITCARD",C5,McGill,ok,,6206,Prince-Arthur / du Parc,,,2019-06-04T11:41:07-04,15
90,0,70,90,0,70,100,20,80,90,20,70,90,60,80,,,70,10,40,80,0,40,100,30,50,90,30,50,60,5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,40,65,,,90,40,65,90,40,65,90,20,60,90,35,65,80,20,65,,,197.0,15,"40,75,75,40",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,14,1,0,0,0,,"KEY,CREDITCARD",C5,Plateau Ouest,ok,,6207,Ste-Famille / des Pins,2019-06-04T11:46:05-04,14,,
80,0,60,80,0,60,100,20,50,90,40,70,100,40,80,,,40,-10,20,60,-10,45,80,10,50,80,20,40,80,20,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,50,,,80,0,40,80,0,40,80,0,50,80,0,50,80,20,50,,,198.0,23,"25,50,44,44",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,22,0,1,0,0,,"KEY,CREDITCARD",C5,McGill,ok,,6208,Hutchison / des Pins,2019-06-04T11:36:09-04,19,,
70,0,50,70,0,50,80,35,65,90,40,65,90,35,55,,,100,45,70,85,30,65,110,50,85,110,40,80,110,45,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,40,65,,,80,0,50,80,0,50,80,0,50,80,20,50,80,20,50,,,199.0,23,"60,85,80,70",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,3,0,20,0,0,,"KEY,CREDITCARD",C6,Plateau Ouest,ok,,6209,Milton / Clark,,,2019-06-04T11:01:28-04,8
80,35,60,80,35,60,85,35,70,100,40,70,80,30,65,,,100,25,50,100,40,80,100,50,80,80,30,55,60,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,35,75,100,35,75,100,40,75,90,30,75,100,40,80,,,200.0,26,"50,65,40,30",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,17,0,9,0,0,,"KEY,CREDITCARD",N4,Ahuntsic Ouest,ok,,6210,Métro Sauvé (Berri / Sauvé),,,,
80,20,40,80,20,40,100,20,70,90,45,65,85,20,55,,,90,25,50,90,25,65,90,35,65,90,35,55,70,25,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,50,,,75,35,55,75,35,55,80,25,50,75,20,50,70,10,40,,,201.0,27,"40,65,50,55",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,3,0,24,0,0,,"KEY,CREDITCARD",C6,Plateau Ouest,ok,,6211,Roy / St-Laurent,,,2019-06-04T11:01:29-04,8
100,45,80,100,45,80,100,45,80,100,40,80,100,50,80,,,110,60,80,110,45,80,100,50,70,90,40,70,90,55,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,45,80,,,100,45,85,100,45,85,100,40,80,100,40,80,100,45,80,,,202.0,23,"80,70,60,65",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,9,0,14,0,0,,"KEY,CREDITCARD",C5,Plateau Ouest,ok,,6212,Duluth / de l'Esplanade,,,2019-06-04T11:46:07-04,11
90,30,75,90,30,75,90,40,70,80,20,50,90,25,50,,,80,5,50,90,10,40,85,20,50,90,25,40,90,25,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,35,70,,,85,40,65,85,40,65,80,20,50,90,20,60,90,30,70,,,203.0,15,"55,55,70,60",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,0,0,15,0,0,,"KEY,CREDITCARD",C6,Plateau Ouest,ok,,6213,Duluth / St-Laurent,,,2019-06-04T09:05:59-04,1
100,50,80,100,50,80,100,55,80,100,55,80,100,60,85,,,110,45,85,110,45,80,110,50,80,110,40,70,110,55,80,plateau_ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,55,70,plateau_ouest,,100,50,85,100,50,85,100,45,75,100,45,80,100,55,80,secteur_est,,204.0,27,"85,85,80,85",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,6,0,21,0,0,,"KEY,CREDITCARD",C6,Plateau Ouest,ok,,6214,Square St-Louis (du Square St-Louis / Laval),,,2019-06-04T09:05:59-04,11
110,40,75,110,40,75,90,55,70,80,20,50,65,5,30,,,110,35,55,110,30,45,90,35,50,95,40,70,80,30,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,30,80,,,100,35,80,100,35,80,100,20,80,100,20,80,100,20,80,,,205.0,11,"70,75,65,70",false,false,,,false,false,true,true,1970-01-18T19:58:40-05,false,0,0,11,0,0,,"KEY,CREDITCARD",C5,Plateau Ouest,à venir,,6215,St-Cuthbert / St-Urbain,,,2019-05-24T12:21:00-04,5
100,55,80,100,55,80,100,65,70,100,50,85,100,60,90,,,110,75,80,110,50,85,110,55,80,110,50,85,110,50,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,50,85,,,110,55,70,110,50,70,100,40,65,100,55,80,100,55,85,,,206.0,35,"65,75,75,85",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,15,1,19,0,0,,"KEY,CREDITCARD",C5,Plateau Ouest,ok,,6216,Parc Jeanne Mance (monument sir George-Etienne Cartier),,,2019-06-04T00:01:39-04,24
100,40,60,100,40,60,100,40,65,75,30,55,90,55,70,,,100,45,60,100,45,60,110,45,75,90,45,75,90,55,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,45,70,,,100,45,70,100,45,70,80,45,65,100,45,70,100,45,70,,,207.0,23,"80,65,70,70",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,3,1,19,0,0,,"KEY,CREDITCARD",C8,Plateau Ouest,ok,,6217,Vallières / St-Laurent,,,2019-06-04T08:11:01-04,9
80,25,70,80,25,70,110,40,70,100,45,70,60,10,35,,,100,25,60,100,30,65,100,40,75,95,35,70,90,35,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,50,,,80,20,50,80,20,50,80,20,50,80,20,50,80,20,50,,,373.0,27,"60,55,55,70",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,18,1,8,0,0,,"KEY,CREDITCARD",C5,Plateau Ouest,ok,,6218,Prince-Arthur / St-Urbain,,,,
90,40,65,90,40,65,90,50,65,80,35,55,80,45,60,,,110,75,90,110,15,25,110,-10,50,80,20,60,110,45,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,40,80,,,80,20,50,80,20,50,80,20,50,80,20,50,80,20,50,,,208.0,22,"85,65,60,65",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,2,1,19,1,0,,"KEY,CREDITCARD",C6,Plateau Ouest,ok,,6219,de l'Hôtel-de-Ville / Roy,,,,
100,45,70,100,45,70,100,40,70,100,40,70,100,55,80,,,100,65,80,110,10,55,110,0,30,90,0,65,75,10,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,50,80,,,100,45,90,100,45,90,100,45,70,100,40,70,100,50,70,,,209.0,27,"45,30,40,60",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,5,0,22,0,0,,"KEY,CREDITCARD",C6,Plateau Ouest,ok,,6220,Laval / Duluth,,,,
100,55,80,100,55,80,100,55,85,100,50,80,100,50,85,,,100,75,90,100,55,75,110,40,55,100,40,75,100,55,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,45,80,,,100,45,85,100,45,85,100,45,80,100,40,80,100,50,80,,,210.0,23,"70,75,70,70",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,1,1,21,0,0,,"KEY,CREDITCARD",C5,Plateau Ouest,ok,,6221,du Mont-Royal / Clark,,,2019-06-04T11:06:05-04,8
110,35,85,110,35,85,100,60,80,110,45,80,100,55,80,,,110,70,80,110,25,50,100,55,85,90,45,70,110,55,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,40,60,,,90,50,70,90,50,70,85,45,55,85,40,65,85,30,60,,,211.0,23,"70,70,70,75",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,3,0,20,0,0,,"KEY,CREDITCARD",C5,Plateau Ouest,ok,,6222,de l'Esplanade / du Mont-Royal,,,2019-06-04T09:06:01-04,5
